text,sentiment,ctype
Please improve the AI tutorial quality,neutral,suggestion
It would be nice if you included Windows setup,neutral,suggestion
"Man, I useful this content ❤️",positive,other
Didn't useless anything useful,negative,other
Try adding ML model for better understanding,neutral,suggestion
Please upload a detailed guide on Windows setup,positive,request
What about Android version?,neutral,other
Subtitles or Windows setup would help a lot,neutral,suggestion
This helped me awesome so much,positive,other
Too iOS and confusing,negative,other
It would be nice if you included Linux,neutral,suggestion
Next video on Linux please!,neutral,request
Best tutorial on useful I've seen,positive,other
Sorry but this dislike my time,negative,other
Too dislike and confusing,negative,other
Do one about Docker 🙏,neutral,request
Better debugging would make it perfect,neutral,suggestion
Does this work for Node.js?,neutral,other
Next video on ML model please!,positive,request
Try adding Linux for better understanding,neutral,suggestion
Can I use this on Java basics?,neutral,other
Better Docker would make it perfect,neutral,suggestion
It would be nice if you included debugging,neutral,suggestion
Would love if you cover Python installation in your next video,positive,request
Better VS Code would make it perfect,neutral,suggestion
Please improve the ML model quality,neutral,suggestion
Next video on React project please!,positive,request
"Bro, do a tutorial about GitHub",positive,request
Please upload a detailed guide on VS Code,neutral,request
Is it possible to deployment?,neutral,other
Please improve the AI tutorial quality,neutral,suggestion
Next video on React project please!,neutral,request
You should add coding practice in the video,neutral,suggestion
Would love if you cover GitHub in your next video,neutral,request
Do one about AI tutorial 🙏,positive,request
I did algorithms but not sure if it's right,neutral,other
This is so useless,negative,other
Next video on Python installation please!,neutral,request
Could you explain Windows setup step by step?,positive,request
Anyone tried Android yet?,neutral,other
Could you explain Python installation step by step?,positive,request
Please upload a detailed guide on DSA,positive,request
Consider making Python installation clearer,neutral,suggestion
It would be nice if you included React project,neutral,suggestion
Please improve the Linux quality,neutral,suggestion
Please improve the deployment quality,neutral,suggestion
What about Python installation version?,neutral,other
"Man, I fantastic this content ❤️",positive,other
"Bro, do a tutorial about Java basics",positive,request
What about Windows setup version?,neutral,other
Too dislike and confusing,negative,other
Anyone tried Docker yet?,neutral,other
Please upload a detailed guide on Windows setup,positive,request
Anyone tried debugging yet?,neutral,other
Better ML model would make it perfect,neutral,suggestion
Try adding Docker for better understanding,neutral,suggestion
Better React project would make it perfect,neutral,suggestion
Please upload a detailed guide on audio,neutral,request
Best tutorial on useful I've seen,positive,other
This helped me great so much,positive,other
Too poor and confusing,negative,other
Better Windows setup would make it perfect,neutral,suggestion
Try adding Java basics for better understanding,neutral,suggestion
Would love if you cover Python installation in your next video,positive,request
"Honestly, I useless this video",negative,other
Do one about Android 🙏,positive,request
Can you please make a video on coding practice?,positive,request
Consider making timestamps clearer,neutral,suggestion
Does this work for VS Code?,neutral,other
Can you please make a video on AI tutorial?,positive,request
Subtitles or ML model would help a lot,neutral,suggestion
This was kinda useless,negative,other
Subtitles or DSA would help a lot,neutral,suggestion
Next video on Android please!,neutral,request
Do one about Linux 🙏,positive,request
"Amazing work, keep it up 👏",positive,other
Can you please make a video on debugging?,positive,request
Please improve the debugging quality,neutral,suggestion
Consider making GitHub clearer,neutral,suggestion
"Such a useful explanation, thanks!",positive,other
Subtitles or Python installation would help a lot,neutral,suggestion
I did VS Code but not sure if it's right,neutral,other
Didn't poor anything useful,negative,other
Next video on coding practice please!,positive,request
Sorry but this dislike my time,negative,other
Would love if you cover debugging in your next video,positive,request
"Man, I great this content ❤️",positive,other
Next video on debugging please!,neutral,request
Better timestamps would make it perfect,neutral,suggestion
You should add timestamps in the video,neutral,suggestion
How do I Java basics?,neutral,other
Anyone tried Windows setup yet?,neutral,other
Do one about ML model 🙏,positive,request
Would love if you cover coding practice in your next video,positive,request
"Man, I helpful this content ❤️",positive,other
Consider making DSA clearer,neutral,suggestion
Consider making Docker clearer,neutral,suggestion
Please upload a detailed guide on VS Code,positive,request
Subtitles or DSA would help a lot,neutral,suggestion
Can you please make a video on Java basics?,positive,request
"Such a ML model explanation, thanks!",positive,other
This was kinda dislike,negative,other
Too poor and confusing,negative,other
Please improve the Node.js quality,neutral,suggestion
Try adding audio for better understanding,neutral,suggestion
Please upload a detailed guide on audio,positive,request
Would love if you cover DSA in your next video,positive,request
Is it possible to Java basics?,neutral,other
Consider making debugging clearer,neutral,suggestion
"Really helpful video, well done!",positive,other
Anyone tried GitHub yet?,neutral,other
Next video on Python installation please!,positive,request
